Day,StartTime,EndTime,Course,Groups,Room
WEDNESDAY,13:00,13:50,Fundamentals of Mobile Computing,CSE 3.6,A110
FRIDAY,10:00,10:50,Fundamentals of Mobile Computing,CSE 3.6,B321
THURSDAY,08:00,08:50,Fundamentals of Mobile Computing,CSE 3.6,A305
