Day,StartTime,EndTime,Course,Group,Room
FRIDAY,10:00,10:50,Heritage Of Tamils,CSE 1.6,B408
WEDNESDAY,11:00,11:50,Programming using C,CSE 1.2,D202
THURSDAY,13:00,13:50,Programming using C,CSE 1.2,D202
TUESDAY,10:00,10:50,Programming using C,CSE 1.2,D405
WEDNESDAY,13:20,15:00,Programming using C,CSE 1.2,TLFL1
THURSDAY,10:00,11:40,Programming using C,CSE 1.2,TLFL3
TUESDAY,08:00,09:40,Programming using C,CSE 1.2,TLFR2
WEDNESDAY,15:00,16:40,Programming using C,CSE 1.2,TLFR5
MONDAY,15:00,16:40,Engineering Practices - Civil & Mechanical,CSE 1.4,Machine Shop FF1 - EPL - 1
TUESDAY,08:00,09:40,Engineering Practices - Civil & Mechanical,CSE 1.4,Machine Shop FF1 - EPL - 1
