Day,StartTime,EndTime,Course,Group,Room
THURSDAY,10:00,10:50,Basic Electrical and Electronics Engineering,CSE-CS 1.3,B416
FRIDAY,08:00,08:50,Basic Electrical and Electronics Engineering,CSE-CS 1.3,B416
FRIDAY,10:00,10:50,Basic Electrical and Electronics Engineering,CSE-CS 1.3,C301
THURSDAY,16:00,16:50,Basic Electrical and Electronics Engineering,CSE-CS 1.3,Basic Electronics Lab-1
FRIDAY,12:00,12:50,Basic Electrical and Electronics Engineering,CSE-CS 1.3,Basic Electronics Lab-1
TUESDAY,15:00,15:50,Basic Electrical Engineering,MCT 1.1,D510
SATURDAY,12:00,12:50,Basic Electrical Engineering,MCT 1.1,D305
FRIDAY,15:00,15:50,Basic Electrical Engineering,MCT 1.1,A310
SATURDAY,15:00,16:40,Basic Electrical Engineering,MCT 1.1,Electrical Machines I Lab
WEDNESDAY,08:00,09:40,Basic Electrical Engineering,MCT 1.1,Electrical Machines II Lab
